,Model,Brand,Fuel_type,Running_in_kms,Engine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Car_Price,Location,Car_age
9660,Wagon R,Maruti,Petrol,75877,998,Manual,20.51,5,Silver,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,341000,New_Delhi,4
9661,Celerio,Maruti,Petrol,37743,998,Automatic,21.63,5,White,67.05,Ventilated Disc,Drum,1560,1600,3695,1250,,419000,New_Delhi,4
9662,Triber,Renault,Petrol,1581,999,Manual,20,7,Red,71,Disc,Drum,1643,1739,3990,,,659000,New_Delhi,1
9663,Ertiga,Maruti,Petrol,51008,1373,Manual,17.5,7,Other,91.1,Ventilated Disc,Drum,1685,1695,4296,,164,736000,New_Delhi,4
9664,Wagon R,Maruti,Petrol,23293,998,Manual,21.79,5,Other,67.05,Disc,Drum,1675,1620,3655,1340,,357000,New_Delhi,5
9665,Wagon R,Maruti,Petrol,46550,998,Manual,20.51,5,Other,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,369000,New_Delhi,5
9666,Baleno,Maruti,Petrol,18807,1197,Manual,21.4,5,Blue,83.1,Disc,Drum,1510,1745,3995,1340,180,565000,New_Delhi,3
9667,EON,Hyundai,Petrol,23383,814,Manual,21.1,5,Other,55.2,Disc,Drum,1500,1550,3495,,135,309000,New_Delhi,4
9668,Wagon R,Maruti,Petrol,18753,998,Manual,20.51,5,Other,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,413000,New_Delhi,3
9669,Wagon R,Maruti,Petrol,24036,998,Manual,20.51,5,Other,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,377000,New_Delhi,6
9670,i10,Hyundai,Petrol,42167,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,258000,New_Delhi,9
9671,Ritz,Maruti,Petrol,8566,1197,Manual,18.5,5,Silver,85.8,Ventilated Disc,Drum,1620,1680,3775,1430,156,355000,New_Delhi,6
9672,Swift Dzire,Maruti,Diesel,39328,1248,Manual,28.4,5,White,74.02,Disc,Drum,1515,1735,3995,1405,,580000,New_Delhi,3
9673,Venue,Hyundai,Petrol,18490,998,Manual,18.27,5,Other,118.3,Disc,Drum,1605,1770,3995,,,886000,New_Delhi,2
9674,Ertiga,Maruti,Diesel,129346,1248,Manual,20.77,7,Grey,88.76,Disc,Drum,1685,1695,4265,1845,160,539000,New_Delhi,6
9675,Xcent,Hyundai,Diesel,114389,1120,Manual,24.4,5,White,71,Disc,Drum,1520,1660,3995,,156,327000,New_Delhi,7
9676,S-Presso,Maruti,CNG,8786,998,Manual,31.2,4,Grey,58.33,Ventilated Disc,Drum,1549,1520,3565,1170,,551000,New_Delhi,1
9677,City,Honda,Diesel,122992,1498,Manual,26,5,Silver,98.6,Disc,Drum,1495,1695,4440,,175,460000,New_Delhi,6
9678,Alto K10,Maruti,Petrol,54644,998,Manual,20.92,5,Silver,67.1,Ventilated Disc,Drum,1460,1475,3620,1185,,215000,New_Delhi,9
9679,Ritz,Maruti,Diesel,107809,1248,Manual,23.2,5,White,73.94,Ventilated Disc,Drum,1620,1680,3775,1520,163,258000,New_Delhi,8
9680,Baleno,Maruti,Petrol,49119,1197,Manual,21.01,5,Other,81.8,Disc,Drum,1510,1745,3995,1340,,557000,New_Delhi,3
9681,Swift Dzire,Maruti,Diesel,98563,1248,Manual,26.59,5,Other,74,Ventilated Disc,Drum,1555,1695,3995,1505,169,417000,New_Delhi,7
9682,Celerio,Maruti,Diesel,63922,793,Manual,27.62,5,White,47,Ventilated Disc,Drum,1560,1600,3600,1310,130,316000,New_Delhi,6
9683,Wagon R,Maruti,Petrol,66058,998,Automatic,20.51,5,Grey,67,Ventilated Disc,Drum,1700,1495,3599,1350,152,365000,New_Delhi,5
9684,Brio,Honda,Petrol,40419,1198,Manual,18.5,5,Grey,86.8,Disc,Drum,1500,1680,3610,,145,366000,New_Delhi,6
9685,Baleno,Maruti,Diesel,33507,1248,Manual,27.39,5,Other,74,Disc,Drum,1510,1745,3995,1430,170,632000,New_Delhi,3
9686,City,Honda,Petrol,89037,1497,Manual,17.4,5,Red,117.3,Disc,Drum,1495,1695,4440,,195,583000,New_Delhi,7
9687,i20,Hyundai,Diesel,73013,1396,Manual,22.54,5,Other,88.73,Disc,Drum,1505,1734,3985,,180,655000,New_Delhi,4
9688,Corolla Altis,Toyota,Petrol,61042,1794,Automatic,14.53,5,Other,138.1,Ventilated Disc,Disc,1475,1776,4620,,205,645000,New_Delhi,10
9689,Wagon R,Maruti,Petrol,10448,998,Manual,21.79,5,Grey,67.05,Disc,Drum,1675,1620,3655,1340,,410000,New_Delhi,3
9690,Baleno,Maruti,Petrol,103284,1197,Manual,21.4,5,Grey,83.1,Disc,Drum,1510,1745,3995,1340,180,495000,New_Delhi,4
9691,Swift,Maruti,Diesel,44175,1248,Manual,28.4,5,Other,74,Disc,Drum,1530,1735,3840,1405,,340000,New_Delhi,7
9692,XUV300,Mahindra,Diesel,91793,1497,Manual,20,5,White,115,Disc,Disc,1627,1821,3995,,175,947000,New_Delhi,2
9693,Vitara Brezza,Maruti,Diesel,77552,1248,Manual,24.3,5,White,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,661000,New_Delhi,5
9694,i20,Hyundai,Petrol,45198,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,586000,New_Delhi,4
9695,Alto K10,Maruti,Petrol,7213,998,Manual,23.95,5,White,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,330000,New_Delhi,2
9696,XUV500,Mahindra,Diesel,64819,1997,Manual,16,7,Black,140,Disc,Disc,1785,1890,4585,2510,185,981000,New_Delhi,4
9697,Swift Dzire,Maruti,Diesel,25433,1248,Manual,26.59,5,White,74,Ventilated Disc,Drum,1555,1695,3995,1505,169,587000,New_Delhi,6
9698,Ecosport,Ford,Petrol,57864,1499,Manual,15.85,5,White,110.4,Ventilated Disc,Drum,1708,1765,3999,,182,600000,New_Delhi,5
9699,Swift,Maruti,Petrol,64108,1197,Manual,22,5,White,81.8,Disc,Drum,1530,1735,3840,1315,,368000,New_Delhi,7
9700,Swift Dzire,Maruti,Diesel,49470,1248,Manual,23.4,5,White,74,Ventilated Disc,Drum,1555,1695,3995,1505,,330000,New_Delhi,7
9701,Wagon R,Maruti,Petrol,29628,998,Manual,20.51,5,Silver,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,404000,New_Delhi,3
9702,Ciaz,Maruti,Petrol,43853,1373,Manual,20.73,5,Blue,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,759000,New_Delhi,3
9703,Wagon R,Maruti,Petrol,96735,998,Manual,21.79,5,Silver,67.05,Disc,Drum,1675,1620,3655,1340,,340000,New_Delhi,6
9704,Wagon R,Maruti,Petrol,39154,998,Manual,21.79,5,White,67.05,Disc,Drum,1675,1620,3655,1340,,319000,New_Delhi,5
9705,KWID,Renault,Petrol,50620,999,Manual,23.01,5,Other,67,Disc,Drum,1474,1579,3731,,,209000,New_Delhi,5
9706,Creta,Hyundai,Diesel,32456,1582,Manual,19.67,5,Other,126.2,Disc,Drum,1630,1780,4270,,190,957000,New_Delhi,4
9707,City,Honda,Diesel,90143,1498,Manual,26,5,Silver,98.6,Disc,Drum,1495,1695,4440,,190,418000,New_Delhi,7
9708,XUV500,Mahindra,Diesel,104396,2179,Manual,15.1,7,Other,140,Disc & Caliper Type,Disc & Caliper Type,1785,1890,4585,2450,175,676000,New_Delhi,6
9709,Ciaz,Maruti,Diesel,58323,1248,Manual,26.21,5,Other,88.5,Ventilated Disc,Drum,1485,1730,4490,1585,160,507000,New_Delhi,6
9710,Wagon R,Maruti,Petrol,47043,998,Manual,21.79,5,Silver,67.05,Disc,Drum,1675,1620,3655,1340,,315000,New_Delhi,6
9711,Creta,Hyundai,Petrol,56664,1591,Manual,13,5,Other,121.3,Disc,Drum,1630,1780,4270,,,931000,New_Delhi,4
9712,Ertiga,Maruti,Petrol,6960,1462,Manual,19.34,7,Other,103,Ventilated Disc,Drum,1690,1735,4395,1730,,820000,New_Delhi,2
9713,EON,Hyundai,Petrol,50196,814,Manual,21.1,5,White,55.2,Disc,Drum,1500,1550,3495,,135,210000,New_Delhi,7
9714,Celerio,Maruti,Petrol,9277,998,Automatic,23.1,5,White,67.04,Ventilated Disc,Drum,1560,1600,3695,1250,150,478000,New_Delhi,3
9715,Accord,Honda,Petrol,46121,2354,Automatic,11.7,5,Silver,177.6,Multilateral Disc,Disc,1475,1845,4950,,,607000,New_Delhi,8
9716,City,Honda,Petrol,52951,1497,Manual,17.8,5,Other,117.3,Disc,Drum,1495,1695,4440,,195,511000,New_Delhi,7
9717,City,Honda,Petrol,30067,1497,Automatic,18,5,Other,117.3,Disc,Drum,1495,1695,4440,,195,643000,New_Delhi,6
9718,Wagon R,Maruti,Petrol,32600,998,Automatic,20.51,5,Grey,67,Ventilated Disc,Drum,1700,1495,3599,1350,152,395000,New_Delhi,3
9719,Grand i10,Hyundai,Petrol,40428,1197,Manual,18.9,5,White,82,Disc,Drum,1520,1660,3765,,165,428000,New_Delhi,6
9720,Swift Dzire,Maruti,Diesel,96027,1248,Manual,23.4,5,Grey,74,Ventilated Disc,Drum,1555,1695,3995,1505,,315000,New_Delhi,8
9721,Alto 800,Maruti,Petrol,53812,796,Manual,22.74,5,Silver,47.3,Disc,Drum,1475,1490,3395,1185,140,273000,New_Delhi,6
9722,Alto 800,Maruti,Petrol,22370,796,Manual,22.05,5,White,47.33,Disc,Drum,1475,1515,3445,1185,,180000,New_Delhi,8
9723,Ecosport,Ford,Diesel,71054,1498,Manual,22.7,5,Silver,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,460000,New_Delhi,8
9724,Omni,Maruti,Petrol,89604,796,Manual,14,5,White,35,Disc,Drum,1640,1410,3370,1235,95,167000,New_Delhi,6
9725,Grand i10,Hyundai,Petrol,77501,1086,Manual,19.81,5,Grey,68.05,Ventilated Disc,Drum,1550,1595,3585,,165,147000,New_Delhi,11
9726,Ecosport,Ford,Diesel,109912,1498,Manual,21.7,5,Other,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,570000,New_Delhi,5
9727,SX4 S Cross,Maruti,Diesel,31755,1248,Manual,25.1,5,Blue,88.5,Disc,Disc,1595,1785,4300,1670,164,830000,New_Delhi,3
9728,Tiago,Tata,Petrol,16112,1199,Automatic,23.84,5,Other,83.83,Disc,Drum,1535,1647,3746,,150,622000,New_Delhi,1
9729,Creta,Hyundai,Diesel,65766,1396,Manual,22.1,5,Other,88.7,Disc,Drum,1665,1780,4270,,,967000,New_Delhi,3
9730,XUV300,Mahindra,Petrol,11330,1197,Manual,17,5,Silver,108.6,Disc,Disc,1627,1821,3995,,,780000,New_Delhi,2
9731,Wagon R,Maruti,Petrol,22104,998,Manual,21.79,5,Silver,67.05,Disc,Drum,1675,1620,3655,1340,,424000,New_Delhi,3
9732,Creta,Hyundai,Diesel,70594,1582,Manual,19.67,5,White,126.2,Disc,Drum,1630,1780,4270,,190,864000,New_Delhi,5
9733,Baleno,Maruti,Petrol,41867,1197,Manual,21.01,5,Red,81.8,Disc,Drum,1510,1745,3995,1340,,590000,New_Delhi,4
9734,Corolla Altis,Toyota,Diesel,51307,1364,Manual,21.43,5,Other,87.2,Ventilated Disc,Disc,1475,1776,4620,1670,170,695000,New_Delhi,8
9735,Wagon R,Maruti,Petrol,5627,998,Manual,21.79,5,White,67.05,Disc,Drum,1675,1620,3655,1340,,473000,New_Delhi,2
9736,Triber,Renault,Petrol,9167,999,Manual,20,7,Silver,72,Disc,Drum,1643,1739,3990,,,597000,New_Delhi,2
9737,Ertiga,Maruti,Diesel,61500,1248,Manual,24.52,7,White,88.5,Ventilated Disc,Drum,1685,1695,4296,,160,780000,New_Delhi,3
9738,Wagon R,Maruti,Petrol,26892,998,Manual,20.51,5,Other,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,475000,New_Delhi,4
9739,XUV500,Mahindra,Diesel,55405,2179,Manual,16,7,Silver,140,Disc,Disc,1785,1890,4585,2510,185,536000,New_Delhi,7
9740,Sonet,Kia,Petrol,2896,998,Manual,18.2,5,Other,118.3,Disc,Drum,1642,1790,3995,,,1075000,New_Delhi,0
9741,Creta,Hyundai,Diesel,96195,1582,Automatic,17.01,5,White,126.2,Disc,Drum,1630,1780,4270,,190,945000,New_Delhi,5
9742,Creta,Hyundai,Diesel,119175,1582,Manual,19.67,5,White,126.2,Disc,Drum,1630,1780,4270,,190,844000,New_Delhi,6
9743,Hector,MG,Petrol,11485,1451,Automatic,13.96,5,Other,141,Disc,Disc,1760,1835,4655,,,1828000,New_Delhi,2
9744,Elantra,Hyundai,Diesel,124239,1582,Automatic,19.5,5,White,126.2,Disc,Disc,1470,1775,4530,1640,191,530000,New_Delhi,8
9745,Swift,Maruti,Petrol,54215,1197,Manual,20.4,5,White,81.8,Ventilated Disc,Drum,1530,1735,3840,1315,165,413000,New_Delhi,6
9746,RediGO,Datsun,Petrol,15598,799,Manual,22.7,5,Grey,53.64,Disc,Drum,1541,1560,3429,,,270000,New_Delhi,2
9747,Ecosport,Ford,Diesel,84943,1498,Manual,23,5,Other,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,554000,New_Delhi,6
9748,Swift Dzire,Maruti,Petrol,36197,1197,Manual,22,5,White,81.8,Ventilated Disc,Drum,1515,1735,3995,1315,,541000,New_Delhi,4
9749,Corolla Altis,Toyota,Petrol,92157,1798,Manual,14.28,5,Other,138,Ventilated Disc,Disc,1475,1775,4620,1660,200,739000,New_Delhi,6
9750,Swift,Maruti,Diesel,100976,1248,Manual,25.2,5,White,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,453000,New_Delhi,6
9751,Swift,Maruti,Diesel,44828,1248,Manual,25.2,5,Silver,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,444000,New_Delhi,7
9752,Nexon,Tata,Diesel,115229,1497,Manual,21.5,5,Red,108.5,Disc,Drum,1607,1811,3994,,154,580000,New_Delhi,4
9753,Thar,Mahindra,Diesel,27048,2523,Manual,18.06,7,White,63,Disc,Drum,1904,1640,3760,,150,610000,New_Delhi,4
9754,Thar,Mahindra,Diesel,41468,2523,Manual,18.06,7,Black,63,Disc,Drum,1904,1640,3760,,150,787000,New_Delhi,4
9755,XUV500,Mahindra,Diesel,59803,2179,Manual,15.1,7,Other,152.8,Ventilated Disc,Disc,1785,1890,4585,2510,,1186000,New_Delhi,2
9756,Xcent,Hyundai,Petrol,47759,1197,Manual,19.1,5,White,82,Disc,Drum,1520,1660,3995,,172,346000,New_Delhi,6
9757,Wagon R,Maruti,Petrol,52784,998,Manual,21.79,5,Grey,67.05,Disc,Drum,1675,1620,3655,1340,,299000,New_Delhi,8
9758,SX4 S Cross,Maruti,Diesel,64465,1598,Manual,22.7,5,Blue,118,Ventilated Disc,Disc,1590,1765,4300,1740,180,583000,New_Delhi,5
9759,KWID,Renault,Petrol,80390,799,Manual,25.17,5,Silver,53.3,Disc,Drum,1478,1579,3679,,135,199000,New_Delhi,6
9760,Tiago,Tata,Petrol,20436,1199,Manual,23.84,5,Silver,84,Disc,Drum,1535,1647,3746,,150,357000,New_Delhi,4
9761,i10,Hyundai,Petrol,32582,1086,Manual,19.81,5,Other,68.05,Ventilated Disc,Drum,1550,1595,3585,,165,295000,New_Delhi,7
9762,Eeco,Maruti,Petrol,10648,1196,Manual,15.37,5,Grey,73,Ventilated Disc,Drum,1800,1475,3675,1510,145,283000,New_Delhi,6
9763,Nexon,Tata,Diesel,44059,1497,Manual,21.5,5,Other,108.5,Disc,Drum,1607,1811,3994,,,693000,New_Delhi,3
9764,Wagon R,Maruti,Petrol,40129,,Manual,,,,,,,,,,,,311000,New_Delhi,4
9765,Polo,Volkswagen,Diesel,72503,1498,Manual,20.14,5,Other,88,Disc,Drum,1469,1682,3971,1620,163,401000,New_Delhi,4
9766,Creta,Hyundai,Diesel,39977,1396,Manual,22.1,5,Other,88.7,Disc,Drum,1665,1780,4270,,,837000,New_Delhi,4
9767,Nexon,Tata,Diesel,98551,1497,Manual,21.5,5,White,108.5,Disc,Drum,1607,1811,3994,,154,656000,New_Delhi,3
9768,Ertiga,Maruti,Diesel,72395,1248,Manual,20.77,7,Grey,88.76,Disc,Drum,1685,1695,4265,1845,160,537000,New_Delhi,7
9769,Baleno,Maruti,Petrol,37005,1197,Manual,21.4,5,White,83.1,Disc,Drum,1510,1745,3995,1340,180,551000,New_Delhi,3
9770,Etios,Toyota,Diesel,57667,1364,Manual,23.59,5,Grey,67.04,Ventilated Disc,Drum,1510,1695,4265,,,439000,New_Delhi,7
9771,Nexon,Tata,Diesel,64101,1497,Manual,21.5,5,Other,108.5,Disc,Drum,1607,1811,3994,,154,602000,New_Delhi,3
9772,Ertiga,Maruti,Petrol,69900,1373,Manual,16.02,7,Other,93.7,Disc,Drum,1685,1695,4265,1760,164,447000,New_Delhi,8
9773,Creta,Hyundai,Diesel,51933,1582,Automatic,17.01,5,White,126.2,Disc,Drum,1630,1780,4270,,165,986000,New_Delhi,4
9774,Alto,Maruti,Petrol,39775,796,Manual,19.7,5,Silver,46.3,Disc,Drum,1460,1475,3495,1140,137,95000,New_Delhi,10
9775,Sunny,Nissan,Diesel,106622,1461,Manual,21.64,5,Other,84.8,Disc,Drum,1505,1695,4425,,,219000,New_Delhi,8
9776,Creta,Hyundai,Diesel,17013,,Manual,,,,,,,,,,,,918000,New_Delhi,3
9777,KWID,Renault,Petrol,34336,999,Manual,21.74,5,Silver,67,Disc,Drum,1474,1579,3731,,,265000,New_Delhi,4
9778,Santro Xing,Hyundai,Petrol,52952,1086,Manual,17.92,5,Grey,62.1,Ventilated Disc,Drum,1590,1525,3565,,,203000,New_Delhi,10
9779,Wagon R,Maruti,Petrol,63691,998,Manual,20.51,5,White,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,285000,New_Delhi,5
9780,Innova,Toyota,Diesel,115005,2494,Manual,12.99,7,Grey,100,Ventilated Disc,Leading-Trailing Drum,1760,1760,4585,2300,,500000,New_Delhi,8
9781,Santro Xing,Hyundai,Petrol,26916,1086,Manual,17.92,5,Grey,62.1,Ventilated Disc,Drum,1590,1525,3565,,,196000,New_Delhi,10
9782,CR-V,Honda,Petrol,143399,2354,Manual,10.8,5,White,152,Ventilated Disc,Disc & Drum,1710,1780,4610,,182,375000,New_Delhi,13
9783,Beat,Chevrolet,Diesel,119741,936,Manual,25.44,5,Grey,57.6,Disc,Drum,1520,1595,3640,,,156000,New_Delhi,8
9784,Wagon R,Maruti,CNG,66990,998,Manual,32.52,5,White,58.33,Disc,Drum,1675,1620,3655,1340,,353000,New_Delhi,5
9785,Innova Crysta,Toyota,Petrol,33286,2694,Automatic,10.75,7,Other,163.7,Disc,Drum,1795,1830,4735,2340,167,1990000,New_Delhi,1
9786,Scorpio,Mahindra,Diesel,48870,1997,Manual,15.4,7,Other,120,Disc,Drum,1995,1820,4456,2510,160,907000,New_Delhi,4
9787,Grand i10,Hyundai,Petrol,61034,1197,Manual,18.9,5,Other,81.86,Disc,Drum,1520,1660,3765,,165,472000,New_Delhi,3
9788,Polo,Volkswagen,Diesel,76025,1498,Manual,20.14,,White,88.8,,,,,,,,300000,New_Delhi,7
9789,Ecosport,Ford,Petrol,48956,1497,Manual,17,5,Other,121.3,Ventilated Disc,Drum,1647,1765,3998,1660,,645000,New_Delhi,4
9790,Ciaz,Maruti,Diesel,72705,1248,Manual,28.09,5,Brown,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,605000,New_Delhi,5
9791,Ciaz,Maruti,Petrol,58535,1373,Manual,20.73,5,White,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,674000,New_Delhi,3
9792,A4,Audi,Diesel,86979,1968,Automatic,15.2,5,Other,140.8,Ventilated Disc,Disc,1427,1826,4701,2065,210,1366000,New_Delhi,9
9793,A6,Audi,Diesel,84064,1968,Automatic,17.68,5,Blue,174.3,Ventilated Disc,Ventilated Disc,1455,2086,4915,2165,222,1841000,New_Delhi,8
9794,XUV500,Mahindra,Diesel,64000,2179,Automatic,15.1,7,White,152.8,Ventilated Disc,Disc,1785,1890,4585,2510,,1722000,New_Delhi,3
9795,3 Series,BMW,Diesel,92557,1995,Automatic,16.07,5,Other,181,Disc,Disc,1421,1817,4520,1985,216,1256000,New_Delhi,10
9796,Swift,Maruti,Petrol,23742,1197,Manual,23.2,5,Other,88.5,Disc,Drum,1530,1735,3845,1335,144,490000,New_Delhi,2
9797,Ciaz,Maruti,Diesel,72277,1248,Manual,28.09,5,Grey,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,685000,New_Delhi,4
9798,Ciaz,Maruti,Diesel,60000,1248,Manual,28.09,5,Silver,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,675000,New_Delhi,5
9799,Amaze,Honda,Petrol,41277,1199,Manual,19.5,5,Silver,88.76,Disc,Drum,1501,1695,3995,,140,625000,New_Delhi,3
9800,KWID,Renault,Petrol,43000,799,Manual,25.17,5,Silver,53.3,Disc,Drum,1478,1579,3679,,135,340000,New_Delhi,2
9801,Creta,Hyundai,Diesel,59000,1582,Automatic,17.01,5,White,126.2,Disc,Drum,1630,1780,4270,,190,925000,New_Delhi,6
9802,Enjoy,Chevrolet,Diesel,65000,1248,Manual,18.2,7,White,73.74,Disc,Drum,1750,1680,4305,1965,160,350000,New_Delhi,5
9803,Swift Dzire,Maruti,Petrol,120000,1197,Manual,19.1,5,,85.8,Ventilated Disc,Drum,1555,1695,3995,1415,169,350000,New_Delhi,7
9804,Terrano,Nissan,Diesel,88000,1461,Manual,19.01,5,White,108.5,Disc,Drum,1671,2000,4331,1787,165,475000,New_Delhi,7
9805,Vitara Brezza,Maruti,Diesel,57845,1248,Manual,24.3,5,Grey,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,875000,New_Delhi,1
9806,Ecosport,Ford,Diesel,23000,1498,Manual,22.77,5,White,98.59,Ventilated Disc,Drum,1708,1765,3999,,182,890000,New_Delhi,3
9807,Duster,Renault,Diesel,57000,1461,Manual,20.45,5,White,83.8,Ventilated Disc,Drum,1695,1822,4315,1758,,395000,New_Delhi,7
9808,Ignis,Maruti,Petrol,9000,1197,Automatic,20.89,5,Blue,81.8,Disc,Drum,1595,1690,3700,,,595000,New_Delhi,3
9809,City,Honda,Diesel,67000,1498,Manual,26,5,Silver,98.6,Disc,Drum,1495,1695,4440,,175,650000,New_Delhi,6
9810,XUV500,Mahindra,Diesel,60000,2179,Manual,16,7,Black,140,Disc,Disc,1785,1890,4585,2510,185,1450000,New_Delhi,3
9811,Amaze,Honda,Diesel,62154,1498,Manual,25.8,5,Silver,98.6,Disc,Drum,1505,1680,3990,,170,350000,New_Delhi,7
9812,Wagon R,Maruti,Petrol,47500,998,Manual,20.51,5,Blue,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,255000,New_Delhi,9
9813,Grand i10,Hyundai,Petrol,70000,1197,Manual,20.36,5,Maroon,78.9,Ventilated Disc,Drum,1550,1595,3585,,,165000,New_Delhi,12
9814,i10,Hyundai,Petrol,45000,1197,Manual,20.36,5,Silver,78.9,Ventilated Disc,Drum,1550,1595,3585,,,235000,New_Delhi,10
9815,Swift Dzire,Maruti,Petrol,20000,1197,Manual,21.21,5,Maroon,81.8,Disc,Drum,1515,1735,3995,1315,,685000,New_Delhi,4
9816,Ciaz,Maruti,Petrol,34000,1373,Automatic,19.12,5,Blue,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,910000,New_Delhi,3
9817,Koleos,Renault,Diesel,63002,1995,Automatic,13.73,5,White,148,Ventilated Disc,Ventilated Disc,1690,1855,4520,2300,180,625000,New_Delhi,8
9818,XUV500,Mahindra,Diesel,75000,2179,Automatic,16,7,Black,140,Disc,Disc,1785,1890,4585,2510,185,1275000,New_Delhi,4
9819,Swift,Maruti,Diesel,49000,1248,Manual,22.9,5,Blue,74,Ventilated Disc,Drum,1530,1695,3850,1505,158,385000,New_Delhi,7
9820,Ritz,Maruti,Petrol,64000,1197,Manual,18.5,5,Red,85.8,Ventilated Disc,Drum,1620,1680,3775,1430,156,155000,New_Delhi,12
9821,Q5,Audi,Diesel,60000,1968,Automatic,14.16,5,Grey,174.3,Ventilated Disc,Disc,1655,2089,4629,2430,200,1490000,New_Delhi,8
9822,Fortuner,Toyota,Diesel,120000,2982,Automatic,12.55,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2510,176,1345000,New_Delhi,8
9823,Swift Dzire,Maruti,Petrol,14000,1197,Manual,22,5,Grey,81.8,Ventilated Disc,Drum,1515,1735,3995,1315,,650000,New_Delhi,3
9824,Creta,Hyundai,Diesel,59000,1582,Automatic,17.01,5,White,126.2,Disc,Drum,1630,1780,4270,,190,990000,New_Delhi,5
9825,KUV 100,Mahindra,Diesel,18000,1198,Manual,25.32,6,Red,77,Disc,Drum,1655,1715,3675,,160,425000,New_Delhi,5
9826,i20,Hyundai,Petrol,60000,1197,Manual,18.6,5,Silver,81.83,Disc,Drum,1505,1734,3985,,170,466000,New_Delhi,7
9827,Micra,Nissan,Petrol,42000,1198,Automatic,19.34,5,Silver,76,Ventilated Disc,Drum,1530,1665,3825,,158,375000,New_Delhi,5
9828,Ciaz,Maruti,Petrol,41000,1373,Manual,20.73,5,Brown,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,635000,New_Delhi,5
9829,Grand i10,Hyundai,Petrol,45000,1197,Automatic,18.9,5,White,81.86,Disc,Drum,1520,1660,3765,,163,450000,New_Delhi,7
9830,City,Honda,Petrol,70000,1497,Manual,17,5,Silver,118,Disc,Drum,1480,1695,4420,,,275000,New_Delhi,12
9831,Tigor,Tata,Petrol,39000,1199,Manual,20.3,5,Orange,83.81,Disc,Drum,1537,1677,3992,,,550000,New_Delhi,3
9832,Amaze,Honda,Petrol,9500,1198,Manual,17.8,5,Silver,86.7,Disc,Drum,1505,1680,3990,,140,599000,New_Delhi,2
9833,Q5,Audi,Diesel,35000,1968,Automatic,14.16,5,White,174.3,Ventilated Disc,Disc,1655,2089,4629,2430,200,1650000,New_Delhi,8
9834,Vitara Brezza,Maruti,Diesel,39000,1248,Manual,24.3,5,Red,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,825000,New_Delhi,4
9835,XUV500,Mahindra,Diesel,45000,2179,Manual,15.1,7,Silver,140,Disc & Caliper Type,Disc & Caliper Type,1785,1890,4585,2450,175,700000,New_Delhi,8
9836,Civic,Honda,Petrol,62000,1799,Manual,14.8,5,Grey,130.2,Ventilated Disc,Disc,1450,1750,4545,,206,345000,New_Delhi,10
9837,Ecosport,Ford,Petrol,46000,1499,Automatic,15.63,5,White,110.4,Ventilated Disc,Drum,1708,1765,3999,,182,699000,New_Delhi,5
9838,Vitara Brezza,Maruti,Diesel,32000,1248,Manual,24.3,5,Silver,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,735000,New_Delhi,4
9839,City,Honda,Petrol,21000,1497,Manual,17.8,5,White,117.3,Disc,Drum,1495,1695,4440,,195,890000,New_Delhi,5
9840,Ertiga,Maruti,Petrol,34000,1462,Manual,19.01,7,Grey,103.2,Ventilated Disc,Drum,1690,1735,4395,1730,,889000,New_Delhi,3
9841,XJ,Jaguar,Diesel,74500,2993,Automatic,10.5,4,Grey,271.2,Electric Parking Brake,Electric Parking Brake,1448,2110,5247,2365,250,1690000,New_Delhi,10
9842,GLE Class,Mercedes-Benz,Diesel,81500,2143,Automatic,17.9,5,Black,201.1,Ventilated Disc,Ventilated Disc,1796,2141,4819,2950,212,3840000,New_Delhi,5
